,Date,USD,EUR,BRL,CAD,HKD,PHP,DKK,HUF,CZK,GBP,RON,SEK,IDR,INR,RUB,HRK,JPY,THB,CHF,MYR,BGN,TRY,CNY,NOK,NZD,ZAR,MXN,SGD,AUD,ILS,KRW,PLN,ISK
0,2010-01-04,1.0,0.6949753284,1.7316700257,1.0391966085,7.7564806449,45.9378692056,5.1716589061,187.5390923622,18.2674265064,0.6195010077,2.936479255,7.0838835221,9411.779831816,46.2999513517,29.9951351727,5.068872055,92.8626033776,33.2052262145,1.0336368059,3.3975258878,1.3592327472,1.4880116756,6.8272986309,5.7189519772,1.373549239,7.3401904232,12.9726874696,1.3987073459,1.1039683091,,1155.3061366321,2.8514837723,
1,2010-01-05,1.0,0.6924248719,1.7183908046,1.0353136685,7.7563356876,45.9153856807,5.1526796843,186.2622905415,18.1629968148,0.6234939759,2.9033374879,7.0710427919,9337.4186400776,46.2449799197,29.843511979,5.0498545908,91.7739925218,33.1408392189,1.0286663897,3.3874809583,1.3542445645,1.4737570974,6.827170752,5.6861930481,1.3577066888,7.2752388866,12.7982966348,1.394682177,1.0918847805,,1139.551308683,2.8334025758,
2,2010-01-06,1.0,0.6968641115,1.7339372822,1.0397212544,7.7554006969,46.0048780488,5.1851567944,187.3728222997,18.3540069686,0.6262020906,2.8979094077,7.0989547038,9321.6445993031,45.8299651568,29.8606271777,5.0836236934,92.4668989547,33.1574912892,1.0329616725,3.3809756098,1.3629268293,1.4763066202,6.8273867596,5.7059233449,1.3637630662,7.3393728223,12.8050174216,1.3957491289,1.0924738676,,1134.3554006969,2.8538675958,
3,2010-01-07,1.0,0.6991051454,1.7455956376,1.0339065996,7.7551733781,45.8326342282,5.2021112975,188.9681208054,18.4354026846,0.6289149888,2.9174356823,7.139261745,9273.9163870246,45.7074944072,29.7941135347,5.0975251678,93.3305369128,33.1648489933,1.0369127517,3.3714345638,1.3673098434,1.4817533557,6.8276705817,5.7312639821,1.3657718121,7.4023350112,12.7931347875,1.3977209172,1.0913730425,,1134.9972035794,2.882060962,
4,2010-01-08,1.0,0.700623555,1.7467946472,1.0355916766,7.7558326911,45.8109717649,5.2133398725,188.7269670006,18.4341063547,0.625937084,2.9184474182,7.1642261613,9298.5006655924,45.7577243747,29.776501086,5.0961956141,93.43515729,33.1598122329,1.0379737967,3.3774959714,1.3702795488,1.4734113361,6.8275064808,5.7237441323,1.3708400476,7.4441252715,12.7489665803,1.3989350522,1.0936733693,,1130.8134239473,2.8787220626,
5,2010-01-11,1.0,0.6883259912,1.7236371145,1.0275330396,7.7550936123,45.5802588106,5.121902533,183.5765418502,18.0286343612,0.6187362335,2.8414785242,7.0205809471,9152.0856277533,45.3331497797,29.3423045154,5.0092924009,92.3939977974,33.045154185,1.015625,3.3365225771,1.3462279736,1.4523678414,6.826404185,5.6026294053,1.3487059471,7.3228248899,12.6333975771,1.387871696,1.0733067181,,1119.8650881057,2.79343337,
6,2010-01-12,1.0,0.6905600442,1.7477384159,1.0330087701,7.7550583523,45.6501622816,5.1381120088,185.1943926524,18.1327256405,0.6195704717,2.859263863,7.0585594917,9171.4246253712,45.7219805262,29.485118431,5.0240314895,91.437055452,33.0357019543,1.0180926732,3.343967958,1.3505973344,1.4559767972,6.8270837649,5.6505075616,1.3516331745,7.4762792625,12.7750155376,1.390304537,1.0819694772,,1123.8174159243,2.8201091085,
7,2010-01-13,1.0,0.6866717023,1.7403694294,1.0344709195,7.7548582023,45.8566229486,5.1091808007,183.2177435968,17.9688251047,0.6142965048,2.8276454027,7.0025406853,9149.254961203,45.5448739957,29.5543500652,5.002403351,91.3410698345,33.0275355353,1.0154501133,3.3487605576,1.3429925153,1.446954611,6.8268213967,5.6159445169,1.3480738859,7.3749914166,12.7499828332,1.3876948431,1.0800659205,,1125.6059877772,2.7853464259,
8,2010-01-14,1.0,0.6903216899,1.7661880436,1.0314786691,7.7568687008,45.7517603203,5.1362004694,184.5920198813,17.9794284136,0.6147314649,2.850476322,7.0216070689,9165.4286897694,45.6440701367,29.4580974734,5.031064476,91.7299461549,32.8876156289,1.0219522297,3.3395002071,1.3501311611,1.459961342,6.8272815132,5.6357862764,1.3482672926,7.4347646003,12.7599751484,1.3874085324,1.0762805467,,1120.8062957338,2.8021538037,
9,2010-01-15,1.0,0.6957005705,1.7697231112,1.0262974816,7.7595658828,45.8237094754,5.1774036455,185.6129122026,18.0513427021,0.6129469876,2.8553638514,7.0564908863,9214.9784332823,45.7075274802,29.568317796,5.0709614582,90.9698065952,32.8676777515,1.0265757618,3.3395018784,1.3606511757,1.4540141923,6.8269096981,5.6650897454,1.3564074023,7.4153332406,12.7167107277,1.39028802,1.0816056769,,1123.0624739112,2.8105607347,
10,2010-01-18,1.0,0.6959426543,1.7750017399,1.0258890667,7.7617788294,45.9022896513,5.179066045,186.3386456956,18.0172593778,0.6120815645,2.8570533788,7.049551117,9233.9759203842,45.5202171341,29.6040086297,5.0729347902,90.7022061382,32.8498851695,1.0261674438,3.3414990605,1.3611246433,1.4513188113,6.8269886561,5.6674090055,1.3540260283,7.4017676943,12.6820238012,1.3894495094,1.0794766511,,1124.7685990674,2.7995685156,
11,2010-01-19,1.0,0.7003291547,1.7791862175,1.0310946145,7.7628685482,45.8526507459,5.2119196022,187.646193711,18.1420267526,0.61229778,2.885706282,7.1096015127,9289.3900133063,45.8050283633,29.6753974368,5.1071503607,90.8957209889,32.8874571048,1.0336858323,3.3395195742,1.3697037608,1.4601862876,6.8273688634,5.7066321171,1.3614398767,7.4381959521,12.7184676798,1.3916240633,1.0883815393,,1127.4388962813,2.8225365922,
12,2010-01-20,1.0,0.7076139258,1.7884941976,1.0452165299,7.7662751203,46.0791112369,5.2662043589,190.3410699123,18.3201245401,0.6150580243,2.9208887631,7.1585762808,9335.6991225587,45.9503255024,29.7296914803,5.1606283612,91.0345315596,32.9542881404,1.0446504387,3.3644919332,1.3839513162,1.4672374752,6.8271299179,5.7553778658,1.3860033965,7.5014859892,12.6917633739,1.3984574016,1.0945372205,,1136.3784319275,2.8468723464,
13,2010-01-21,1.0,0.7110352673,1.785907281,1.0480659841,7.7691268487,45.9933162685,5.2919510808,192.2852673493,18.4719852105,0.6186006826,2.934798066,7.2081200228,9333.7599544937,46.0395335609,29.7652161547,5.1889220705,91.8230944255,33.0048350398,1.0468572241,3.3774886234,1.3906427759,1.4773890785,6.8267918089,5.7917377702,1.3929180887,7.5337030717,12.7104664391,1.4025170648,1.0994738339,,1137.3293515358,2.8828924915,
14,2010-01-22,1.0,0.7074637425,1.8180403254,1.0534842589,7.7712062257,46.1832331093,5.267492041,192.4442872303,18.5235231694,0.6199504775,2.9334984082,7.2257516802,9348.4400424478,46.3098691192,29.8425185709,5.1623629289,90.0955076052,33.0300672091,1.0405376724,3.3980191015,1.3836575875,1.4913335692,6.8268836222,5.7980191015,1.4072868765,7.6144322603,12.9879731164,1.4035373187,1.1078174744,,1150.35726919,2.9018747789,
15,2010-01-25,1.0,0.70666384,1.8160554024,1.0597130945,7.7682849269,46.2370150519,5.2611122889,191.6331001343,18.3810331425,0.6199561868,2.9103950251,7.2132711469,9336.3790544838,46.2200551198,30.1074129037,5.1554660448,90.269238923,32.9651614727,1.0407745036,3.3994770688,1.3820931383,1.4874567168,6.8268673592,5.7960568158,1.4012437284,7.5957176171,12.8997950675,1.3999010671,1.1048689139,,1150.2013991944,2.8742845029,
16,2010-01-26,1.0,0.7099751509,1.83514377,1.0624778133,7.7738019169,46.5921192758,5.2857649982,193.6457223997,18.5282215122,0.6200212993,2.9311324104,7.2930777423,9403.5995740149,46.0205892794,30.3404330848,5.1814696486,89.6769613064,33.0479233227,1.0452964146,3.4225062123,1.3885694001,1.4981185659,6.8269080582,5.8576499823,1.4151224707,7.6131345403,12.913170039,1.4043308484,1.1141640043,,1163.4291799787,2.9039403621,
